mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Real_IGME_Dist_Fault_m,Real_IGME_Dist_Contact_m,Real_IGME_Fault_Density_5km,Is_Presence,Spatial_Fold
BG_01588,Background_Control,,Regional_Background,Spain,,,,,,,,,41.27394474247545,-1.6866192489394698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,830.2492382264089,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,ZONAS BETICAS,610000.0,4570000.0,11899.129213603219,11845.683790771138,1,0,5
BG_01589,Background_Control,,Regional_Background,Spain,,,,,,,,,42.71150049943532,-1.4124950954133695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,513.7034388184195,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,630000.0,4730000.0,6115.247565816449,11878.879332251456,0,0,5
BG_01590,Background_Control,,Regional_Background,Spain,,,,,,,,,40.15031492302338,-6.404524137717019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1381.8175231183325,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,210000.0,4450000.0,27524.989266661316,822.2317644467174,1,0,5
BG_01591,Background_Control,,Regional_Background,Spain,,,,,,,,,40.02909497153508,1.3357182196644541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,401.41123359228163,Granitoides hercínicos indiferenciados,,PALEOZOICO,,ZONAS BETICAS,870000.0,4440000.0,26598.25555999266,7627.416714008336,1,0,5
BG_01592,Background_Control,,Regional_Background,Spain,,,,,,,,,43.331299498595115,-5.220295778820431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,419.63724414276965,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,CUENCAS TERCIARIAS,320000.0,4800000.0,2761.650519748921,4735.745448163324,3,0,1
BG_01593,Background_Control,,Regional_Background,Spain,,,,,,,,,39.61513790701789,2.590327234831514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,508.6517574286496,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,980000.0,4400000.0,41931.46784333822,80000.0,4,0,5
BG_01594,Background_Control,,Regional_Background,Spain,,,,,,,,,40.454521220179984,1.9523706386280375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,710.7836637846223,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,920000.0,4490000.0,34214.61550963322,5530.238443492611,1,0,5
BG_01595,Background_Control,,Regional_Background,Spain,,,,,,,,,41.363998380705674,-1.6848098279490358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,532.4491653036722,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,610000.0,4580000.0,7332.798742804873,32376.821215284028,3,0,5
BG_01596,Background_Control,,Regional_Background,Spain,,,,,,,,,40.199862967881685,-3.3524833413182695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,803.083053500628,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,ZONAS BETICAS,470000.0,4450000.0,22183.438994679662,16916.001419596894,1,0,5
BG_01597,Background_Control,,Regional_Background,Spain,,,,,,,,,42.11254416862155,3.0468962899969685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,405.3529025028364,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,1000000.0,4680000.0,44594.186506863305,6253.5736139283745,1,0,5
BG_01598,Background_Control,,Regional_Background,Spain,,,,,,,,,40.65031132575294,-2.645157398850482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,304.6020703841047,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,ZONAS BETICAS,530000.0,4500000.0,26383.79633135818,11763.62835568586,1,0,5
BG_01599,Background_Control,,Regional_Background,Spain,,,,,,,,,38.6933039324754,-6.908980772801862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,200.4463151477231,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,MACIZO IBERICO,160000.0,4290000.0,17616.743839137453,27539.045020836067,2,0,2
BG_01600,Background_Control,,Regional_Background,Spain,,,,,,,,,39.02081057991184,-4.386191077127474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,94.10645801570081,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CUENCAS TERCIARIAS,380000.0,4320000.0,13618.756073763914,32231.012332392693,0,0,3
BG_01601,Background_Control,,Regional_Background,Spain,,,,,,,,,42.17901465379764,-3.8476074731644117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,520.4827451312358,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,MACIZO IBERICO,430000.0,4670000.0,32991.663762316144,2622.3359389356688,1,0,5
BG_01602,Background_Control,,Regional_Background,Spain,,,,,,,,,42.00967788809306,-7.347120014914136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,574.7549219016945,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,140000.0,4660000.0,97953.27303523202,6223.033459092468,2,0,1
BG_01603,Background_Control,,Regional_Background,Spain,,,,,,,,,41.52667231182577,-5.39717597167923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,492.14074312920417,Granitoides hercínicos indiferenciados,,CENOZOICO,,CORDILLERA IBERICA,300000.0,4600000.0,38988.74166780519,6124.558559991285,1,0,1
BG_01604,Background_Control,,Regional_Background,Spain,,,,,,,,,37.226506916855115,-2.9999999999999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,960.8514492967904,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,500000.0,4120000.0,2719.040814733617,644.3139315048913,3,0,3
BG_01605,Background_Control,,Regional_Background,Spain,,,,,,,,,36.28436536531095,0.11747307933955836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,957.0075524020338,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,CORDILLERA IBERICA,780000.0,4020000.0,21610.939490821664,13678.422116277441,1,0,4
BG_01606,Background_Control,,Regional_Background,Spain,,,,,,,,,39.478665363014095,-3.4650866616775566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,566.2992531388745,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,460000.0,4370000.0,77517.83286175487,28946.719382036375,2,0,5
BG_01607,Background_Control,,Regional_Background,Spain,,,,,,,,,36.56977691272975,2.2507268026812017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,201.51972170200924,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,970000.0,4060000.0,3472.927744770815,7208.675485883488,1,0,4
BG_01608,Background_Control,,Regional_Background,Spain,,,,,,,,,39.74984883218782,-2.8832735335685222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,508.3237229862368,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,ZONAS BETICAS,510000.0,4400000.0,150000.0,20208.178611947333,0,0,5
BG_01609,Background_Control,,Regional_Background,Spain,,,,,,,,,36.31755444756282,-1.6632112238731682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,500.04465152073465,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CUENCAS TERCIARIAS,620000.0,4020000.0,104205.19313784815,14820.846135571717,0,0,4
BG_01610,Background_Control,,Regional_Background,Spain,,,,,,,,,42.339067415025596,-0.6935762073666072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,485.7162594304855,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CORDILLERA IBERICA,690000.0,4690000.0,2852.773041642857,7065.632176582574,1,0,5
BG_01611,Background_Control,,Regional_Background,Spain,,,,,,,,,36.5950154618369,-3.3353983702232175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,475.5702740254388,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,470000.0,4050000.0,94823.77548664599,2280.8396199368817,1,0,3
BG_01612,Background_Control,,Regional_Background,Spain,,,,,,,,,36.242132302073315,1.4504424015908146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,486.63427606879816,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,CUENCAS TERCIARIAS,900000.0,4020000.0,15791.782756743272,18533.18291515101,0,0,4
BG_01613,Background_Control,,Regional_Background,Spain,,,,,,,,,38.34852807847754,2.7199217332478645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,553.3645960255601,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,1000000.0,4260000.0,65185.945256129686,28920.40783814341,1,0,4
BG_01614,Background_Control,,Regional_Background,Spain,,,,,,,,,38.75779502599238,-2.539628744306042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,491.1147252961108,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,540000.0,4290000.0,18968.029644357353,17368.48500622881,2,0,3
BG_01615,Background_Control,,Regional_Background,Spain,,,,,,,,,36.257855331607644,1.0064335649178497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,702.080627156398,"Gneises, esquistos y pizarras",,CENOZOICO,,ZONAS BETICAS,860000.0,4020000.0,20347.132723907584,270.603524067724,1,0,4
BG_01616,Background_Control,,Regional_Background,Spain,,,,,,,,,38.848761406414,-3.1152394972513027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,740.0921789762152,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,490000.0,4300000.0,35202.52222363672,3654.650429020915,3,0,3
BG_01617,Background_Control,,Regional_Background,Spain,,,,,,,,,36.68305957829614,-3.783481479226077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,422.3387282043775,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,430000.0,4060000.0,52126.72460815024,1080.1753959766584,3,0,3
BG_01618,Background_Control,,Regional_Background,Spain,,,,,,,,,38.7360485138683,-5.301027948847518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,967.7663315017584,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CUENCAS TERCIARIAS,300000.0,4290000.0,1203.0619421517874,12673.025694672135,0,0,2
BG_01619,Background_Control,,Regional_Background,Spain,,,,,,,,,38.52443024793258,0.5558178105442768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,404.9844245398465,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,810000.0,4270000.0,31476.39069414279,21188.200089813414,1,0,4
BG_01620,Background_Control,,Regional_Background,Spain,,,,,,,,,40.73359190131652,-1.697305154309614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,245.54984654616572,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,ZONAS BETICAS,610000.0,4510000.0,7234.35309828383,1757.7720013081816,1,0,5
BG_01621,Background_Control,,Regional_Background,Spain,,,,,,,,,38.12016303457686,1.7902363313648249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,745.194517841263,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,920000.0,4230000.0,14859.975924230579,27333.696500185786,0,0,4
BG_01622,Background_Control,,Regional_Background,Spain,,,,,,,,,43.53126873099176,-2.3812086312844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,445.6479663964151,"Gneises, esquistos y pizarras",,CENOZOICO,,CUENCAS TERCIARIAS,550000.0,4820000.0,14968.193105813094,12162.38134645735,0,0,5
BG_01623,Background_Control,,Regional_Background,Spain,,,,,,,,,42.09048876725355,-2.3954075904538725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,730.322867689347,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,CUENCAS TERCIARIAS,550000.0,4660000.0,22158.741474283317,17566.245384983264,1,0,5
BG_01624,Background_Control,,Regional_Background,Spain,,,,,,,,,39.54168302094234,2.2355750706711026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,50.0,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CORDILLERA IBERICA,950000.0,4390000.0,14233.465822018306,53316.19799866981,0,0,5
BG_01625,Background_Control,,Regional_Background,Spain,,,,,,,,,36.93266482655379,-0.6420791872154061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,998.1139853707668,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,MACIZO IBERICO,710000.0,4090000.0,3975.0608749310854,1310.860632501543,2,0,4
BG_01626,Background_Control,,Regional_Background,Spain,,,,,,,,,36.385294632688975,2.3496180040638532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,818.0733520101005,"Gneises, esquistos y pizarras",,PROTEROZOICO,,CORDILLERA IBERICA,980000.0,4040000.0,5508.630653978439,34723.5127701292,1,0,4
BG_01627,Background_Control,,Regional_Background,Spain,,,,,,,,,38.80796760246149,2.5264909583711406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,274.8808627092496,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,980000.0,4310000.0,1190.3436461557117,2021.8861704023861,2,0,4
BG_01628,Background_Control,,Regional_Background,Spain,,,,,,,,,37.12433831445417,-1.3114668655158168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,280.3057190384286,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,MACIZO IBERICO,650000.0,4110000.0,22237.192432909218,7487.379395471938,5,0,4
BG_01629,Background_Control,,Regional_Background,Spain,,,,,,,,,36.14141704445595,-3.889209544842691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1068.066476024382,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,ZONAS BETICAS,420000.0,4000000.0,108111.29173589575,28601.363799101084,1,0,3
BG_01630,Background_Control,,Regional_Background,Spain,,,,,,,,,40.48692730584733,1.1292123538431045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,465.65502412551035,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,850000.0,4490000.0,4302.581141388263,35507.53210535091,1,0,5
BG_01631,Background_Control,,Regional_Background,Spain,,,,,,,,,42.48422657410015,-6.650002015969153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,441.45378781684406,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,200000.0,4710000.0,102328.84499598847,10589.586308523603,2,0,1
BG_01632,Background_Control,,Regional_Background,Spain,,,,,,,,,36.03790919574551,-4.997998957465676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,83.48697646267931,"Gneises, esquistos y pizarras",,MESOZOICO,,MACIZO IBERICO,320000.0,3990000.0,46265.15340342773,13524.898235112729,0,0,2
BG_01633,Background_Control,,Regional_Background,Spain,,,,,,,,,35.955742344673574,-1.5584536222102525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,562.3054485996115,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CORDILLERA IBERICA,630000.0,3980000.0,35515.46258547965,18472.592618931176,2,0,4
BG_01634,Background_Control,,Regional_Background,Spain,,,,,,,,,37.38298936527763,-0.6280439349273974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,593.0700962910618,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,710000.0,4140000.0,36274.707178878816,26824.761159460075,1,0,4
BG_01635,Background_Control,,Regional_Background,Spain,,,,,,,,,37.04190592862394,-4.012049064429375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,828.8732741923714,"Gneises, esquistos y pizarras",,MESOZOICO,,CUENCAS TERCIARIAS,410000.0,4100000.0,61351.172247679584,1943.2812864660411,1,0,3
BG_01636,Background_Control,,Regional_Background,Spain,,,,,,,,,39.8988886714645,-0.30966133435628795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,300.2303929538811,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,730000.0,4420000.0,3957.7637608325485,24916.440802859175,1,0,5
BG_01637,Background_Control,,Regional_Background,Spain,,,,,,,,,37.58510300560314,-3.6795771523717655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,269.9283019398476,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CORDILLERA IBERICA,440000.0,4160000.0,24594.546322790546,9845.75428999036,1,0,3
BG_01638,Background_Control,,Regional_Background,Spain,,,,,,,,,42.67852665792107,-6.173229902595268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,762.7406586941192,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,MACIZO IBERICO,240000.0,4730000.0,41801.315677001614,8984.567157742518,1,0,1
BG_01639,Background_Control,,Regional_Background,Spain,,,,,,,,,42.20666358698652,0.87618840111386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,901.6825178067662,"Conglomerados, gravas y arenas aluviales",,PROTEROZOICO,,CUENCAS TERCIARIAS,820000.0,4680000.0,30935.55579834011,8272.103876367937,1,0,5
BG_01640,Background_Control,,Regional_Background,Spain,,,,,,,,,37.80492022501616,2.791053998559165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,257.2119122205292,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,1010000.0,4200000.0,62595.379450079214,10676.132568671499,1,0,4
BG_01641,Background_Control,,Regional_Background,Spain,,,,,,,,,43.35168372359649,1.5652544753731648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,920.3785215749353,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,870000.0,4810000.0,2625.5732632564577,43520.125035879355,3,0,5
BG_01642,Background_Control,,Regional_Background,Spain,,,,,,,,,43.04785806591799,-5.823909822107467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,659.3854603717053,Granitoides hercínicos indiferenciados,,PALEOZOICO,,MACIZO IBERICO,270000.0,4770000.0,41070.64360380825,11917.86038345008,1,0,1
BG_01643,Background_Control,,Regional_Background,Spain,,,,,,,,,42.359380306786704,1.6139863201055848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,922.9513347686614,"Gneises, esquistos y pizarras",,MESOZOICO,,MACIZO IBERICO,880000.0,4700000.0,26727.020386166147,45920.88359334243,0,0,5
BG_01644,Background_Control,,Regional_Background,Spain,,,,,,,,,42.79786453061276,-1.1657238091589575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,632.4449096205958,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,650000.0,4740000.0,16683.914479075353,2982.072287341273,3,0,5
BG_01645,Background_Control,,Regional_Background,Spain,,,,,,,,,39.0888211037714,-5.659272605082217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,50.0,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,270000.0,4330000.0,14557.625968502853,19317.7081739996,0,0,5
BG_01646,Background_Control,,Regional_Background,Spain,,,,,,,,,40.33018390430639,-6.41355625477728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,612.0081544209903,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CORDILLERA IBERICA,210000.0,4470000.0,33942.214921942104,25088.82405144839,3,0,5
BG_01647,Background_Control,,Regional_Background,Spain,,,,,,,,,39.37645499396028,-1.2585202506329218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,915.0359546678175,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,ZONAS BETICAS,650000.0,4360000.0,77572.77371189582,17050.733702015692,2,0,5
BG_01648,Background_Control,,Regional_Background,Spain,,,,,,,,,42.4986877722547,0.1641118677457962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,426.5634952290714,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CORDILLERA IBERICA,760000.0,4710000.0,23993.48460497554,14006.218896405648,1,0,5
BG_01649,Background_Control,,Regional_Background,Spain,,,,,,,,,41.81960748756965,-2.2775555075044087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,553.008757773137,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,560000.0,4630000.0,60948.60223952184,12479.68428264462,2,0,5
BG_01650,Background_Control,,Regional_Background,Spain,,,,,,,,,37.38520051913926,-0.7409119541011007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,605.9666241122554,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,MACIZO IBERICO,700000.0,4140000.0,18004.912356584686,29591.72018308972,4,0,4
BG_01651,Background_Control,,Regional_Background,Spain,,,,,,,,,38.627449354041815,-6.101541865786751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,50.0,"Gneises, esquistos y pizarras",,MESOZOICO,,MACIZO IBERICO,230000.0,4280000.0,3780.860136560508,25859.824317327337,1,0,2
BG_01652,Background_Control,,Regional_Background,Spain,,,,,,,,,40.77623683242129,-6.554782146728652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1067.836893859369,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CUENCAS TERCIARIAS,200000.0,4520000.0,2221.7487370262784,1956.5636856009176,0,0,1
BG_01653,Background_Control,,Regional_Background,Spain,,,,,,,,,41.910365446966445,-2.3971103177019755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,424.6560800257064,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CORDILLERA IBERICA,550000.0,4640000.0,1844.4609105342595,28316.22623619284,4,0,5
