mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade
1184,Río Miño 1: Layas,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-11,OR 3.b,225.0,242.5,867.3,42.33061473,-8.028531771,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1185,Río Miño 1: Prado,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,,OR 3.d,225.0,239.5,886.0,42.49748585,-8.07606624,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",This is almost certainly misplaced and should be with the other OR 3 sites,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1186,Río Miño 1: Seijo / Grova - Seixo - Chavola,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-13,OR 3.e,225.0,237.5,865.3,42.31041778,-8.087943747,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1187,Río Miño 2: Salvatierra,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca media del Miño,,,PO 1.f,262.0,201.5,842.5,42.0885725,-8.509139932,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1188,Río Miño 2: Salvatierra: Las Nieves,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca media del Miño,,,PO 1.c,262.0,208.7,840.5,42.07405709,-8.420913246,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1189,Río Miño 2: Salvatierra: Las Nieves,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca media del Miño,,,PO 1.d,262.0,208.0,840.6,42.07462164,-8.429428437,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1190,Río Miño 2: Salvatierra: Medanes,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca media del Miño,,,PO 1.b,262.0,211.8,841.0,42.08003087,-8.383805077,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1191,Río Miño 2: Salvatierra: San Juan de Barcela,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca media del Miño,,,PO 1.a,262.0,215.6,841.8,42.08902083,-8.338426528,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1192,Río Miño 2: Salvatierra: Santa Maria de Oleiros,,Hispania Tarraconensis,Spain,Pontevedra,Cuenca media del Miño,,,PO 1.e,262.0,205.4,842.4,42.08956293,-8.461982174,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1193,Río Navia 1: arroyo Santa Marina,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,,LU 3.3,99.0,323.5,925.3,42.888246,-7.073463,100.0,"Converted in QGIS from Lambert coords, Madrid 1870, adjusted with reference to Google Earth and IGN map",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1194,Río Navia 1: Cervantes,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,,LU 3.1,99.0,323.0,923.8,42.87026019,-7.078290018,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1195,Río Navia 1: Frayan de Arriba / Fraián,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AN-03,LU 3.4,99.0,324.0,927.0,42.8993839,-7.067546514,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1196,Río Navia 1: sub-site 2 / Vilachá,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AN-02,LU 3.2,99.0,323.0,924.4,42.87565687,-7.078569229,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1197,Río Navia 1: sub-site 5,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,,LU 3.5,99.0,324.8,927.1,42.90055588,-7.057806165,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
1200,Río Sil 1: El Carril / La Sufreira,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-006,LE 8.4,158.0,341.6,882.5,42.50483568,-6.833003242,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 1: El Carril"" = Sanchez-Palencia & Orejas "" La Sufreira""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1201,Río Sil 1: Friera / Las Valiñas,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-004,LE 8.2,158.0,343.0,882.5,42.50527917,-6.815977444,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 1: Friera"" = Sanchez-Palencia & Orejas ""Las Valiñas"" ",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1202,Río Sil 1: Requejo de Portela / O Trave,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-003,LE 8.1,158.0,343.5,883.5,42.51443574,-6.810322927,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 1: Requejo de Portela"" =  Sanchez-Palencia & Orejas ""O Trave""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1203,Río Sil 1: Valina / El Cabalón,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-005,LE 8.3,158.0,343.9,882.2,42.50286336,-6.804904535,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 1: Valina"" =  Sanchez-Palencia & Orejas ""El Cabalón""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1204,Río Sil 2: Arroyo de Balén / La Tiñosa,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-007,LE 29.2,191.0,343.2,878.3,42.469031,-6.807225,500.0,"Converted in QGIS from Lambert coords, Madrid 1870, adjusted with Google Earth","Domergue's ""Río Sil 2: arroyo de Balén"" must = Sanchez-Palencia & Orejas ""La Tiñosa""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,1.0,1.0,0.94,Alta Certeza (Grado I)
1205,Río Sil 2: Arroyo de Balouta,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-009,LE 29.6,191.0,342.7,876.0,42.44669072,-6.8168499,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1206,Río Sil 2: La Peña del Cuervo / O Subreiral,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-015,LE 29.5,191.0,341.1,872.6,42.41558576,-6.83483159,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 2: La Peña del Cuervo"" = Sanchez-Palencia & Orejas ""O Subreiral""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1207,Río Sil 2: nr Covas,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS---,LE 29.1,191.0,342.3,878.7,42.47086192,-6.822864394,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 44,,,,,,,,,,,Terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1208,Río Sil 2: nr Sobredo,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS---,LE 29.3,191.0,342.2,874.0,42.4285339,-6.822070367,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 44,,,,,,,,,,,Terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1209,Río Sil 2: Quereño / Foi Pidriña,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-014,LE 29.4,191.0,341.6,873.7,42.42564393,-6.82923019,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 2: Quereño"" = Sanchez-Palencia & Orejas ""Foi Pidriña""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1210,Río Sil 2: Río Cabrera / A Meana,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-013,LE 29.8,191.0,341.9,872.6,42.41583965,-6.825115744,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Río Sil 2: Río Cabrera"" = Sanchez-Palencia & Orejas ""A Meana""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1211,Río Sil 2: Salas de Ribera / Valdefuentes,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-011,LE 29.7,191.0,343.0,875.0,42.43778615,-6.812778588,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,Terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1212,Río Sil 3: arroyo de Candis,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS---,OR 4.c,190.0,333.4,873.0,42.41670161,-6.928519422,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1987: 409; Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1213,Río Sil 3: Carbayal / La Portela,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-024,OR 4.[i],190.0,325.5,874.3,42.42577595,-7.025048543,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1214,Río Sil 3: Corgormo / Arcos,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-025,OR 4.h,190.0,324.6,874.0,42.42277251,-7.035842697,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1215,Río Sil 3: Cortes,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-023,OR 4.g,190.0,329.8,872.4,42.41011596,-6.971970294,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994: 195,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1216,Río Sil 3: Entoma 1,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-020,OR 4.e,190.0,333.0,873.5,42.42107013,-6.933598417,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Entoma 1"" = Sanchez-Palencia & Orejas ""Entoma II""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994: 195,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1217,Río Sil 3: Entoma 2,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-021,OR 4.f,190.0,332.0,873.5,42.4207417,-6.945743643,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","Domergue's ""Entoma 2"" = Sanchez-Palencia & Orejas ""Entoma I""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994: 195,1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1218,Río Sil 3: La Rúa / San Miguel de Otero,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS---,OR 4.[j],190.0,,,42.3977,-7.095665,1100.0,Guessed: Google Earth,between La Rúa and San Miguel de Otero on the right bank of the Sil (Domergue does not give coordinates),,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1987: 409 n. 786 bis; Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.5,1.0,1.0,0.8,Alta Certeza (Grado I)
1219,Río Sil 3: Medua (A Medua Grande - A Medua Pequena - Os Chaos),,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-016,OR 4.a,190.0,337.7,871.2,42.40189885,-6.875514832,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1220,Río Sil 3: Millaroso / Santurjo (Santurxo),,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-022,OR 4.d,190.0,331.0,873.2,42.41771234,-6.957755032,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",Santurjop = Santurxo,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1221,Río Sil 3: Sobradelo / A Lagua,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-018,OR 4.b,190.0,335.4,872.8,42.41555394,-6.904142487,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1987: 409; Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1222,Río Sil 4: Montefurado meander,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS---,LU 11.f,,310.5,870.6,42.38728903,-7.205445683,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1223,Río Sil 4: Montefurado meander b,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS---,LU 11.g,,311.0,871.0,42.39106584,-7.199568201,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1224,Río Sil 4: San Martin de Albaredos,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-031,LU 11.b,,312.4,870.5,42.387062,-7.182336261,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1225,Río Sil 4: sub-site c,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS---,LU 11.c,,312.3,871.2,42.39332556,-7.183883438,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
1226,Río Sil 4: Villamuz,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-030 or MS-032,LU 11.d,,311.7,870.4,42.38591481,-7.190784935,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
