mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Real_IGME_Dist_Fault_m,Real_IGME_Dist_Contact_m,Real_IGME_Fault_Density_5km
1371,Valle Rabón / Mina del Couto / Salientes II,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Sil,,AS-02,LE 21,101.0,384.4,922.7,42.878973,-6.324726,100.0,"Converted in QGIS from Lambert coords, Madrid 1870; adjusted with reference to http://www.milmadreñasrojas.es/esp/06/06_03.html",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fed by aqueduct channel. Matias mentions 7 reservoir tanks, and an anvil stone with 4 stamp depressions.","Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189; Matías Rodríguez 2013",1.0,0.0,True,,,,,,,,Hard rock,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,228464.30276322004,4752739.014066856,8405.6,12129.2,0
1373,Vallegordo I,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-08,,,,,42.783425,-6.131616,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map placename, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,243842.42751648815,4741522.320934154,4309.5,7804.2,5
1374,Vallegordo II,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-07,,,,,42.787068,-6.145248,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map placename, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,242742.38090978886,4741968.433825086,4534.1,6929.5,4
1375,Vallegordo III,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-09,,,,,42.780269,-6.137186,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map placename, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,243373.73325996372,4741188.772371409,3857.1,7259.3,6
1376,Vallina de la Hierba,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-08,,,,,43.134684,-6.680217,1000.0,Guessed from Sanchez-Palencia and Orejas 1994 fig. 13 and Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,200673.93239650567,4782348.757381116,3732.7,4511.5,6
1377,Valquemado,,Hispania Baetica,Spain,Jaén,Montoro Andújar,,,J 1,883.0,556.4,403.7,38.22887108,-4.18623123,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Granitoides de emplazamiento epi-mesozonal,Granitoides de dos micas,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,396174.82438808435,4231874.369254563,906.6,5152.1,13
1378,Valsolomón - La Muria,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-25,,,,,42.792414,-5.694127,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and features on Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Conglomerados; gravas; arenas y limos,"Conglomerados, gravas, arenas, areniscas, limos y arcillas. Terrazas fluviales y marinas",CENOZOICO,CUATERNARIO, ,279661.9718402706,4741283.705839422,12091.1,531.8,0
1379,Valvonor - El Valle,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-19,,,,,42.514959,-6.187362,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Conglomerados; gravas; arenas y limos,"Conglomerados, gravas, arenas, areniscas, limos y arcillas. Terrazas fluviales y marinas",CENOZOICO,CUATERNARIO, ,238157.3183163707,4711878.601557003,20467.0,22013.7,0
1380,Vaovellón I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-05,,,,,43.437173,-6.867772,1000.0,Guessed from Sanchez Palencia and Orejas 1994: fig. 13.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,186975.28686776868,4816634.032982965,4859.9,4833.7,1
1381,Vaovellón II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-04,,,,,43.42976,-6.868014,1000.0,Guessed from Sanchez Palencia and Orejas 1994: fig. 13.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,186917.42582641897,4815811.57588607,4765.5,5209.8,1
1382,Vaovellón III,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-03,,,,,43.429956,-6.872681,1000.0,Guessed from Sanchez Palencia and Orejas 1994: fig. 13.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Secondary - Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,186540.65349974897,4815850.916414253,4387.5,4871.6,1
1383,Vega de Boado,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-055,,,,,42.529108,-6.857014,500.0,"Estimated from Google Earth, IGN map and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Areniscas; pizarras y calizas,"Pizarras, esquistos, areniscas, calizas, ampelitas y liditas",PALEOZOICO,SILURICO-DEVONICO, ,183210.1803144585,4715738.571384992,14269.5,15594.3,0
1384,Vega de la Mula,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-11,,,,,43.140756,-6.662806,1000.0,Guessed from Sanchez-Palencia and Orejas 1994 fig. 13 and Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,202119.68142523506,4782961.015620258,2182.9,5965.6,7
1385,Vega de Ouria,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-06,,,,,43.440778,-6.882559,1000.0,"Placename, Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,185797.13669830648,4817090.185173764,3798.8,3580.2,13
1386,Vega Grande Ouria,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-02,,,,,43.428684,-6.879883,1000.0,Guessed from Sanchez Palencia and Orejas 1994: fig. 13.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Secondary - Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,185951.07876199618,4815736.790673697,3804.7,4461.7,5
1388,Vegas del Condado,,Hispania Tarraconensis,Spain,León,León,,,LE 53,130.0,463.5,899.5,42.68746016,-5.353686168,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 42,0.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,Tertiary alluvium,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Conglomerados; gravas; arenas y limos,"Gravas, arenas, arcillas y limos. Aluvial, playas, flechas litorales",CENOZOICO,CUATERNARIO, ,307180.970745696,4728794.708692044,18560.7,2993.2,0
1389,Veigadepope,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-04,,,,,43.134716,-6.580023,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,208823.9518622976,4781998.795094495,687.0,4883.5,22
1390,Chamborros (Veneiro - Los Eiros),,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-11,,,,,42.3274,-6.393324,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",Chamborros is the name on the IGN map,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,220402.6576576291,4691706.704436259,38449.8,37631.2,0
1391,Venta Nueva,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-02,,,,,43.056568,-6.61855,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,"Conglomerados, areniscas, lutitas y carbón",PALEOZOICO,CARBONIFERO, ,205315.12612532137,4773454.058336885,1189.9,1031.3,26
1392,Venta Quemada,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 18,884.0,608.5,414.5,38.32729724,-3.59065906,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,448372.8275466825,4242295.375579919,7305.0,2291.5,0
1393,Venus,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 16,878.0,432.3,400.0,38.18036786,-5.60335206,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,271974.91472818394,4229030.963630722,6794.5,9545.6,0
1394,Vicaria,,Hispania Baetica,Spain,Badajoz,Huelva,,,BA 31,897.0,367.0,383.0,38.01206989,-6.34302469,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Vulcanitas ácidas y rocas vulcanoclásticas,PROTEROZOICO,VENDIENSE, ,206498.89344822994,4212430.5588243995,579.4,351.4,28
1395,Vidrosa,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-08,,,,,43.493108,-6.803597,1000.0,"Placename, IGN map and Google Earth; cf. Sanchez Palencia and Orejas 1994: fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,192453.6306828544,4822607.327443609,7952.7,3916.5,0
1396,Vieiros I,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-049,,,,,42.572755,-7.079755,2000.0,"Google Earth, placename",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,165146.90685905743,4721444.193404261,7767.1,9119.9,0
1397,Vieiros II,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-048,,,,,42.572755,-7.079755,2000.0,"Google Earth, placename",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 195",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,165146.90685905743,4721444.193404261,7767.1,9119.9,0
1399,Vilarantón,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AN-13,,,,,42.967585,-6.984041,1000.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,175077.85156930058,4764921.283646068,1638.4,2881.6,34
1400,Villagutiérrez,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 3,783.0,536.5,472.0,38.84343458,-4.42006548,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,376760.7841934884,4300360.563862899,2474.2,4897.7,12
1401,Villaiz,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AN-04,,,,,42.908301,-7.081878,1000.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,166777.6162965921,4758720.24409854,1410.4,952.9,21
1402,Villamejil,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-25,,,,,42.562331,-6.016481,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Conglomerados; gravas; arenas y limos,"Conglomerados, gravas, arenas, areniscas, limos y arcillas. Terrazas fluviales y marinas",CENOZOICO,CUATERNARIO, ,252383.83978025426,4716625.251076866,12873.4,25983.5,0
1404,Villar de Frades,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AN-01,,,,,42.88452,-7.145092,500.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,161486.2158342771,4756331.648192425,1864.0,431.6,25
1405,Villar del Monte: La Mata,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-09,LE 43.6,230.0,382.4,851.7,42.23952955,-6.325642464,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",need to add detail from Domergue for LE 43.4-5,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,True,False,True,0.0,0.0,0.0,0.0,,Colluvial deposits and river terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,225598.45721383236,4681728.030520484,48504.8,47851.3,0
1406,Villar del Monte: San Justo / La Corona,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-06,LE 43.3,230.0,379.5,851.8,42.23965186,-6.36081109,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,True,False,True,0.0,1.0,0.0,0.0,Probable traces of rake/comb workings on Google Earth (poor quality image).,Colluvial deposits and river terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,222696.87860761624,4681855.578691989,48311.8,47519.2,0
1407,Villar del Monte: Truchas / Cogolla,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-03,LE 43.1,230.0,374.0,853.7,42.255197,-6.43174,0.0,"Converted in QGIS from Lambert coords, Madrid 1870",need to add detail from Domergue for LE 43.2,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193; Fernández-Lozano et al. 2015",1.0,0.0,True,False,True,0.0,0.0,0.0,0.0,Domergue's Truchas is assumed to be the same as Sanchez Palencia & Orejas's Cogolla (Cogolla is a small hill 600 m south of Truchas),Colluvial deposits and river terrace,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,216913.408328299,4683815.418244519,46422.6,45684.5,0
1408,Villarcebollín,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-10,,,,,43.023638,-6.845831,1000.0,"Google Earth, placename",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,186636.3259904972,4770621.031869809,1960.8,1722.0,29
