mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Is_Presence,Spatial_Fold
BG_01284,Background_Control,,Regional_Background,Spain,,,,,,,,,38.36043977671879,-0.024319607658826882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1072.2972334129197,Granitoides hercínicos indiferenciados,,MESOZOICO,,MACIZO IBERICO,760000.0,4250000.0,0,4
BG_01285,Background_Control,,Regional_Background,Spain,,,,,,,,,40.653378995250186,-7.49418006418117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1067.4806953511597,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,120000.0,4510000.0,0,1
BG_01286,Background_Control,,Regional_Background,Spain,,,,,,,,,38.509611921488535,1.0136491053365906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,955.9871882865011,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,850000.0,4270000.0,0,4
BG_01287,Background_Control,,Regional_Background,Spain,,,,,,,,,41.548601366920934,-2.160678549724454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,600.5948830510085,"Conglomerados, gravas y arenas aluviales",,MESOZOICO,,ZONAS BETICAS,570000.0,4600000.0,0,5
BG_01288,Background_Control,,Regional_Background,Spain,,,,,,,,,41.92702798538384,3.149817313593487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,558.6897556275384,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,1010000.0,4660000.0,0,5
BG_01289,Background_Control,,Regional_Background,Spain,,,,,,,,,42.27163204904764,-2.6362072185610455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,232.20755687648375,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,530000.0,4680000.0,0,5
BG_01290,Background_Control,,Regional_Background,Spain,,,,,,,,,39.38943065504014,-3.116123661828242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1158.968383795448,"Gneises, esquistos y pizarras",,PALEOZOICO,,CUENCAS TERCIARIAS,490000.0,4360000.0,0,5
BG_01291,Background_Control,,Regional_Background,Spain,,,,,,,,,43.00140118279282,3.256300464696927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,767.244519537117,Granitoides hercínicos indiferenciados,,CENOZOICO,,CUENCAS TERCIARIAS,1010000.0,4780000.0,0,5
BG_01292,Background_Control,,Regional_Background,Spain,,,,,,,,,41.14301398871811,0.33627523329208725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,527.0107737826293,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,780000.0,4560000.0,0,5
BG_01293,Background_Control,,Regional_Background,Spain,,,,,,,,,36.995071677101166,0.48326127569970856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,982.0142222467418,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,MACIZO IBERICO,810000.0,4100000.0,0,4
BG_01294,Background_Control,,Regional_Background,Spain,,,,,,,,,42.33338383141242,2.218787614029681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,406.8088708099998,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,930000.0,4700000.0,0,5
BG_01295,Background_Control,,Regional_Background,Spain,,,,,,,,,40.68632371058595,0.5499941845664301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,751.6555085556686,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CORDILLERA IBERICA,800000.0,4510000.0,0,5
BG_01296,Background_Control,,Regional_Background,Spain,,,,,,,,,38.474630450902794,1.9282018852641265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,606.8427164272913,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CORDILLERA IBERICA,930000.0,4270000.0,0,4
BG_01297,Background_Control,,Regional_Background,Spain,,,,,,,,,42.05230165110557,0.021010349514920427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,809.6692849700753,"Gneises, esquistos y pizarras",,PALEOZOICO,,CORDILLERA IBERICA,750000.0,4660000.0,0,5
BG_01298,Background_Control,,Regional_Background,Spain,,,,,,,,,37.67059814541687,-4.247301734385057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,634.1066152034697,"Gneises, esquistos y pizarras",,PALEOZOICO,,MACIZO IBERICO,390000.0,4170000.0,0,3
BG_01299,Background_Control,,Regional_Background,Spain,,,,,,,,,38.341018035530816,0.6612004421649035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,287.26802722219395,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,820000.0,4250000.0,0,4
BG_01300,Background_Control,,Regional_Background,Spain,,,,,,,,,39.29231548240612,1.753399248427931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,668.8940931675095,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,910000.0,4360000.0,0,5
BG_01301,Background_Control,,Regional_Background,Spain,,,,,,,,,42.202105523602356,3.055460678253259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,912.2160354688406,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,1000000.0,4690000.0,0,5
BG_01302,Background_Control,,Regional_Background,Spain,,,,,,,,,39.96695173555849,0.5124575592828939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,642.6958985365037,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,800000.0,4430000.0,0,5
BG_01303,Background_Control,,Regional_Background,Spain,,,,,,,,,37.675596795796025,1.648140241790105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,843.7787803972715,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,MACIZO IBERICO,910000.0,4180000.0,0,4
BG_01304,Background_Control,,Regional_Background,Spain,,,,,,,,,41.77245913168228,0.36872636049150675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,388.6176285814867,"Gneises, esquistos y pizarras",,CENOZOICO,,CORDILLERA IBERICA,780000.0,4630000.0,0,5
BG_01305,Background_Control,,Regional_Background,Spain,,,,,,,,,40.6791854931472,2.9150126685623254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,643.434801682537,Granitoides hercínicos indiferenciados,,MESOZOICO,,ZONAS BETICAS,1000000.0,4520000.0,0,5
BG_01306,Background_Control,,Regional_Background,Spain,,,,,,,,,41.735659019122316,1.4487676718077107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,493.87238622785566,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,870000.0,4630000.0,0,5
BG_01307,Background_Control,,Regional_Background,Spain,,,,,,,,,40.97703044271624,2.3477242059927677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,836.7452100261775,"Gneises, esquistos y pizarras",,CENOZOICO,,CUENCAS TERCIARIAS,950000.0,4550000.0,0,5
BG_01308,Background_Control,,Regional_Background,Spain,,,,,,,,,41.91188480571453,-2.8794189698195667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,657.8728905654989,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,CUENCAS TERCIARIAS,510000.0,4640000.0,0,5
BG_01309,Background_Control,,Regional_Background,Spain,,,,,,,,,36.2926054261837,-5.783835071559207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,822.5184190841532,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,250000.0,4020000.0,0,2
BG_01310,Background_Control,,Regional_Background,Spain,,,,,,,,,40.69990449750861,0.07736114082633899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,921.9276065394665,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,760000.0,4510000.0,0,5
BG_01311,Background_Control,,Regional_Background,Spain,,,,,,,,,42.89841738520047,-3.979878252325082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,822.9046437803471,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,MACIZO IBERICO,420000.0,4750000.0,0,5
BG_01312,Background_Control,,Regional_Background,Spain,,,,,,,,,37.49253612419161,-4.018098525689083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,718.279608573411,Granitoides hercínicos indiferenciados,,CENOZOICO,,ZONAS BETICAS,410000.0,4150000.0,0,3
BG_01313,Background_Control,,Regional_Background,Spain,,,,,,,,,39.282694209761694,-4.971025027321175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,400.4469353721487,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CORDILLERA IBERICA,330000.0,4350000.0,0,5
BG_01314,Background_Control,,Regional_Background,Spain,,,,,,,,,40.374589903805344,1.7110394199856889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,649.3034723332747,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,900000.0,4480000.0,0,5
BG_01315,Background_Control,,Regional_Background,Spain,,,,,,,,,40.83078557320408,-3.237202097543138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,516.7273994960417,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,MACIZO IBERICO,480000.0,4520000.0,0,5
BG_01316,Background_Control,,Regional_Background,Spain,,,,,,,,,37.586189802826055,-2.5469404522431724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,563.9840108239433,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,540000.0,4160000.0,0,3
BG_01317,Background_Control,,Regional_Background,Spain,,,,,,,,,43.245828899442266,-1.0291601360792313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,556.3664623124373,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,MACIZO IBERICO,660000.0,4790000.0,0,5
BG_01318,Background_Control,,Regional_Background,Spain,,,,,,,,,38.03501270744603,-3.7976639055818806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,405.0186063044389,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,430000.0,4210000.0,0,3
BG_01319,Background_Control,,Regional_Background,Spain,,,,,,,,,40.053263783506914,0.6340928465453984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,160.66535271650253,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,810000.0,4440000.0,0,5
BG_01320,Background_Control,,Regional_Background,Spain,,,,,,,,,43.33788370661561,-1.149545088589971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,482.9642379180583,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CUENCAS TERCIARIAS,650000.0,4800000.0,0,5
BG_01321,Background_Control,,Regional_Background,Spain,,,,,,,,,40.37962652611324,-3.4712242425089483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,698.3448629810398,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,CORDILLERA IBERICA,460000.0,4470000.0,0,5
BG_01322,Background_Control,,Regional_Background,Spain,,,,,,,,,36.7075050223853,-7.029689593356124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,312.95573864312746,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,140000.0,4070000.0,0,2
BG_01323,Background_Control,,Regional_Background,Spain,,,,,,,,,39.27144316252148,-5.550262080422683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,653.9205591179061,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,280000.0,4350000.0,0,5
BG_01324,Background_Control,,Regional_Background,Spain,,,,,,,,,41.270973370376005,-1.4479002457093155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1125.0671060777413,"Calizas, dolomias y margas; Conglomerados y areniscas",,PALEOZOICO,,CUENCAS TERCIARIAS,630000.0,4570000.0,0,5
BG_01325,Background_Control,,Regional_Background,Spain,,,,,,,,,37.49426919612044,-3.7918770151656775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,905.7641388130598,"Gneises, esquistos y pizarras",,MESOZOICO,,ZONAS BETICAS,430000.0,4150000.0,0,3
BG_01326,Background_Control,,Regional_Background,Spain,,,,,,,,,39.86971857389789,0.7412620055200146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1060.8853772801322,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,MACIZO IBERICO,820000.0,4420000.0,0,5
BG_01327,Background_Control,,Regional_Background,Spain,,,,,,,,,42.269901223044315,-3.7275642325136324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,747.7819692331816,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,CUENCAS TERCIARIAS,440000.0,4680000.0,0,5
BG_01328,Background_Control,,Regional_Background,Spain,,,,,,,,,37.67670325718498,-3.3402074309115526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,941.8774557466115,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,470000.0,4170000.0,0,3
BG_01329,Background_Control,,Regional_Background,Spain,,,,,,,,,42.452266449491574,-3.1216121795788303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,469.00881738305316,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CORDILLERA IBERICA,490000.0,4700000.0,0,5
BG_01330,Background_Control,,Regional_Background,Spain,,,,,,,,,39.418585494480425,2.922720200058854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,488.9149332445039,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,MACIZO IBERICO,1010000.0,4380000.0,0,5
BG_01331,Background_Control,,Regional_Background,Spain,,,,,,,,,38.992773569925255,2.4255174564137802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,50.0,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,MACIZO IBERICO,970000.0,4330000.0,0,4
BG_01332,Background_Control,,Regional_Background,Spain,,,,,,,,,41.28137503221714,-2.8805868417094342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,946.5363685105747,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,CUENCAS TERCIARIAS,510000.0,4570000.0,0,5
BG_01333,Background_Control,,Regional_Background,Spain,,,,,,,,,36.85063578437877,-4.9068029733581255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1035.0809949549716,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,330000.0,4080000.0,0,2
BG_01334,Background_Control,,Regional_Background,Spain,,,,,,,,,36.2247337722505,-1.4422737375839565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,511.7056886631825,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,640000.0,4010000.0,0,4
BG_01335,Background_Control,,Regional_Background,Spain,,,,,,,,,39.52403258534382,-6.257393982043682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,586.5120734006912,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,MACIZO IBERICO,220000.0,4380000.0,0,5
BG_01336,Background_Control,,Regional_Background,Spain,,,,,,,,,38.115383994982714,-4.7111036357196365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,461.53447157725964,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,350000.0,4220000.0,0,3
BG_01337,Background_Control,,Regional_Background,Spain,,,,,,,,,41.87848434912739,-5.771799867206591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,745.6633878693729,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,270000.0,4640000.0,0,1
BG_01338,Background_Control,,Regional_Background,Spain,,,,,,,,,39.11915971306636,-2.9999999999999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,931.2331363258102,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,500000.0,4330000.0,0,3
BG_01339,Background_Control,,Regional_Background,Spain,,,,,,,,,38.380104043717964,-5.060756016533047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,214.30700652973974,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CUENCAS TERCIARIAS,320000.0,4250000.0,0,2
BG_01340,Background_Control,,Regional_Background,Spain,,,,,,,,,41.16415075804112,-5.50309473056035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,752.3596326605631,"Calizas, dolomias y margas; Conglomerados y areniscas",,MESOZOICO,,MACIZO IBERICO,290000.0,4560000.0,0,1
BG_01341,Background_Control,,Regional_Background,Spain,,,,,,,,,37.77838114428359,-7.314171201466224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,580.8320570702136,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,CUENCAS TERCIARIAS,120000.0,4190000.0,0,2
BG_01342,Background_Control,,Regional_Background,Spain,,,,,,,,,40.64062145078898,-1.4625979475835211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,678.3485979916724,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,ZONAS BETICAS,630000.0,4500000.0,0,5
BG_01343,Background_Control,,Regional_Background,Spain,,,,,,,,,36.13600248271783,-1.5551630085723491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,764.7485004185727,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,CORDILLERA IBERICA,630000.0,4000000.0,0,4
BG_01344,Background_Control,,Regional_Background,Spain,,,,,,,,,43.236283350321195,-0.5368520940291331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,602.9493903067947,"Gneises, esquistos y pizarras",,MESOZOICO,,CUENCAS TERCIARIAS,700000.0,4790000.0,0,5
BG_01345,Background_Control,,Regional_Background,Spain,,,,,,,,,37.55035718746596,-5.943148729531654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,624.1032866485549,"Areniscas, arcillas y margas de cuencas terciarias",,MESOZOICO,,ZONAS BETICAS,240000.0,4160000.0,0,2
BG_01346,Background_Control,,Regional_Background,Spain,,,,,,,,,40.195570413749735,-1.9426256811952358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,596.5312081113402,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CORDILLERA IBERICA,590000.0,4450000.0,0,5
BG_01347,Background_Control,,Regional_Background,Spain,,,,,,,,,36.81839295737912,2.715620115736803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,892.5790504470704,"Areniscas, arcillas y margas de cuencas terciarias",,PALEOZOICO,,CORDILLERA IBERICA,1010000.0,4090000.0,0,4
BG_01348,Background_Control,,Regional_Background,Spain,,,,,,,,,39.20558611613639,-3.9265546143608567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,754.6899900318741,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,420000.0,4340000.0,0,3
BG_01349,Background_Control,,Regional_Background,Spain,,,,,,,,,37.04574281316368,-3.337370984990265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,705.1458844343402,"Areniscas, arcillas y margas de cuencas terciarias",,PROTEROZOICO,,CUENCAS TERCIARIAS,470000.0,4100000.0,0,3
BG_01350,Background_Control,,Regional_Background,Spain,,,,,,,,,42.41823148480245,-5.795465561941419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,332.2620697269293,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,270000.0,4700000.0,0,1
BG_01351,Background_Control,,Regional_Background,Spain,,,,,,,,,40.24365176177199,-6.2916641363614305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,555.3550641967115,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,MACIZO IBERICO,220000.0,4460000.0,0,5
BG_01352,Background_Control,,Regional_Background,Spain,,,,,,,,,38.00593296864883,-0.26646445383858375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,874.6672900847935,"Conglomerados, gravas y arenas aluviales",,PALEOZOICO,,MACIZO IBERICO,740000.0,4210000.0,0,4
BG_01353,Background_Control,,Regional_Background,Spain,,,,,,,,,39.2046075008777,-1.9576429775553432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,659.4241432809807,"Calizas, dolomias y margas; Conglomerados y areniscas",,CENOZOICO,,ZONAS BETICAS,590000.0,4340000.0,0,4
BG_01354,Background_Control,,Regional_Background,Spain,,,,,,,,,41.169083715072794,-0.7351076353157778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,814.8828673972846,"Conglomerados, gravas y arenas aluviales",,CENOZOICO,,CUENCAS TERCIARIAS,690000.0,4560000.0,0,5
BG_01355,Background_Control,,Regional_Background,Spain,,,,,,,,,38.437896892217196,-6.43702892622769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,1.0,Control,1091.6279500819085,"Areniscas, arcillas y margas de cuencas terciarias",,CENOZOICO,,CUENCAS TERCIARIAS,200000.0,4260000.0,0,2
